occurrenceID,kingdom,phylum,class,order,family,genus,species,countryCode,locality,stateProvince,occurrenceStatus,eventDate,taxonKey,speciesKey,basisOfRecord,institutionCode,identifiedBy,dateIdentified,rightsHolder,recordedBy
68,Animalia,Chordata,Actinopterygii,Siluriformes,Plotosidae,Plotosus,Plotosus lineatus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,7965247,7965247,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
71,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,Scarus ghobban,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2393577,2393577,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
50,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Ostorhinchus,Ostorhinchus angustatus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5211864,2397343,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
35,Animalia,Chordata,Actinopterygii,Perciformes,Nemipteridae,Scolopsis,,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2369316,,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
31,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,Pomacentrus coelestis,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2398388,2398388,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
37,Animalia,Chordata,Actinopterygii,Perciformes,Nemipteridae,Scolopsis,Scolopsis lineata,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2380078,2380075,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
30,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,Pomacentrus coelestis,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2398388,2398388,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
42,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Thalassoma,Thalassoma lunare,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2384468,2384468,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
36,Animalia,Chordata,Actinopterygii,Perciformes,Nemipteridae,Scolopsis,Scolopsis bilineata,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2380125,2380123,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
29,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Plectorhinchus,Plectorhinchus diagrammus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2382618,2382618,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
32,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,Pomacentrus moluccensis,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2398282,2398282,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
47,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Acanthurus,Acanthurus olivaceus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5209196,5209196,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
40,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Thalassoma,Thalassoma hardwicke,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2384462,2384460,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
38,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus corallinus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2390296,2390296,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
39,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Stolephorus,Stolephorus commersonnii,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2414195,2414195,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
43,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,Upeneus,Upeneus tragula,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2396757,2396757,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
46,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Acanthurus,Acanthurus nigroris,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5209231,5209231,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
26,Animalia,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Parapercis,Parapercis nebulosa,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5209986,5209986,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
6,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,Amphiprion clarkii,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5212081,5212081,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
7,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Ostorhinchus,Ostorhinchus apogonoides,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5211790,5962027,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
17,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Coris,,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2384561,,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
16,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Cirrhilabrus,Cirrhilabrus cyanopleura,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2383829,2383829,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
10,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Choerodon,Choerodon anchorago,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2382968,2382966,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
19,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,Dascyllus aruanus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5212047,5212047,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
5,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amblyglyphidodon,Amblyglyphidodon curacao,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2398488,2398488,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
3,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Acanthurus,Acanthurus mata,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5209204,5209204,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
2,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,Abudefduf sexfasciatus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2398669,2398669,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
4,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amblyglyphidodon,Amblyglyphidodon aureus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2398497,2398497,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
8,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Ostorhinchus,Ostorhinchus aureus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5211740,7193028,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
11,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,Chaetodon rafflesii,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2385503,2385503,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
23,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Hemigymnus,Hemigymnus melapterus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2383739,2383739,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
22,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Halichoeres,Halichoeres hortulanus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2384141,2384141,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
24,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Labrichthys,Labrichthys unilineatus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2383133,2383133,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
14,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Cheilodipterus,Cheilodipterus quinquelineatus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2397551,2397549,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
13,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Cheilodipterus,Cheilodipterus artus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2397540,2397540,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
20,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,Dascyllus trimaculatus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5212031,5212031,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
21,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus merra,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2388193,2388193,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
1,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,Abudefduf vaigiensis,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2398645,2398634,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
25,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Neoglyphidodon,Neoglyphidodon melas,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2398600,2398600,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
15,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,Chromis viridis,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,5212219,5212219,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
18,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2379621,2379621,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
12,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Cheilinus,Cheilinus trilobatus,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,2383305,2383305,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
9,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster valentini,PH,,Tawi-Tawi,PRESENT,2005-10-04 0:00:00,10902559,2407698,HUMAN_OBSERVATION,,"Ernesto Baird, Filemon Romero, Reynaldo Benson, Jamrun Ebbah",,,
